acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.839,['Bob Dylan'],0.589,201760,0.314,0,5rVedN4FIjWKjdpgQIG7Bv,0.104,7,0.543,-13.555,1,Walkin' Down the Line - Witmark Demo - 1963,20,1963-01-04,0.0367,90.446,0.6,1963
0.617,['Solomon Burke'],0.666,116400,0.363,0,5tdD4ZvCyVNxzJkhwCYa0R,0,3,0.166,-11.372,1,Stupidity,20,1963,0.0403,121.805,0.951,1963
0.492,['Frankie Valli & The Four Seasons'],0.272,176107,0.438,0,5xS3g1B4lSplD8F8Rt2XzF,0,8,0.0858,-10.236,1,Sincerely,18,1963-02-01,0.0335,102.675,0.51,1963
0.522,"['Peter, Paul and Mary']",0.567,127040,0.36,0,65lBKzxEQtrYDK6bScT9qS,0,6,0.118,-14.597,0,Quit Your Low Down Ways,20,1963,0.0404,128.904,0.65,1963
0.942,['王秀如'],0.361,200413,0.0174,0,6JpsqFQ8vhL1Ke8O93QnJ5,5.39E-06,4,0.0997,-28.349,0,碎心花,25,1963-05-05,0.0403,95.348,0.193,1963
0.989,"['J.B. Lenoir', 'Sunnyland Slim']",0.468,287991,0.531,0,6Rt9vpmSBshbhQqLWDRTqQ,0.00262,11,0.702,-8.337,1,The Devil Is A Busy Man,25,1963,0.579,70.417,0.633,1963
0.674,['Etta James'],0.384,254166,0.491,0,6SoZkdugPfXghVpEEqSHCn,7.33E-05,3,0.73,-11.284,1,"Baby, What You Want Me To Do - Live At The New Era Club,1963",21,1963-12-13,0.0465,113.172,0.393,1963
0.738,['The Beach Boys'],0.739,144800,0.81,0,6frK58c3nMxJvRHEhDxSZb,0.0172,10,0.0569,-6.674,1,Our Car Club - Remastered 2001,18,1963-09-16,0.0343,127.071,0.967,1963
0.0545,['The Beach Boys'],0.589,110960,0.676,0,71TdR127wNt70AwcpLP4aT,0.00185,8,0.0442,-10.77,1,Shut Down (Stereo),17,1963-10-07,0.0475,159.892,0.979,1963
0.734,['Rufus Thomas'],0.83,139796,0.42,0,7IrCXWnxAYbcjqt3wnkx3l,0.00201,0,0.213,-7.509,1,Mashed Potatoes - Mono,22,1963,0.0542,123.318,0.743,1963
0.74,['Bill Cosby'],0.532,75640,0.868,0,7LD9E0wN3p1i9g3bbCGK9P,0,10,0.886,-14.188,0,Noah: And the Neighbor,16,1963,0.913,91.105,0.0549,1963
0.854,['王秀如'],0.367,225893,0.0252,0,7s84WK5bcbxac0KQ99lPkf,1.38E-06,0,0.19,-28.831,1,河邊春夢,25,1963-05-05,0.0377,107.804,0.192,1963
0.98,"['Lalo Schifrin', 'Bob Brookmeyer']",0.374,120813,0.125,0,00GTtlXO556jzueCinWmu9,0.989,1,0.215,-15.909,1,My Funny Valentine,19,1963-01-01,0.034,109.414,0.404,1963
0.233,['The Beach Boys'],0.27,136933,0.319,0,0bj5fZzyzTDIwV8HF2m1tM,0,8,0.054,-9.079,1,Ballad of Ole' Betsy (Mono),18,1963-10-07,0.0353,201.435,0.495,1963
0.638,['The Beach Boys'],0.73,139373,0.693,0,0eDz3J45wmyjZUatkuOVqm,0.000101,10,0.175,-7.163,1,Our Car Club (Mono),18,1963-09-16,0.033,126.349,0.965,1963
0.576,['Thelonious Monk'],0.709,280960,0.374,0,19VwkryS2NQcqYSnnZngXV,0.495,2,0.0892,-15.005,0,Criss Cross,21,1963,0.048,92.442,0.806,1963
0.821,"['The Clancy Brothers', 'Tommy Makem']",0.55,202173,0.671,0,1NDjLSZ66oFDB8mBzsxblx,1.01E-06,1,0.225,-13.469,1,"The Wild Colonial Boy (with Tommy Makem) - Live at Carnegie Hall, New York, NY - March 17, 1963",21,1963,0.446,124.816,0.591,1963
0.753,"['Columbia Studio Orchestra', 'Bye Bye Birdie Ensemble', 'Johnny Green']",0.249,171800,0.538,0,1RQ3CNru4gI9n0DCuzF8ig,0.109,7,0.342,-8.791,1,Opening Credits,17,1963,0.0524,72.457,0.451,1963
0.777,['John Coltrane'],0.399,562733,0.342,0,1gKTf31EAVW8F57Z36uu0A,7.72E-05,0,0.358,-14.041,0,Love Thy Neighbor,16,1963-09-01,0.0515,181.32,0.523,1963
0.881,"['Ben Webster', 'Joe Zawinul']",0.546,370200,0.0446,0,1qC105p6vhT7k9zP4pKHcU,0.506,10,0.119,-19.062,1,Trav'lin' Light,25,1963-01-01,0.0381,68.31,0.201,1963
0.805,['Joe Henderson'],0.605,444627,0.434,0,1tboD29pvEqSOHz6fLGauk,0.0101,5,0.123,-9.553,0,Out Of The Night - Rudy Van Gelder Edition / 1999 Digital Remaster / 24-Bit Mastering,22,1963-10-01,0.0362,121.771,0.435,1963
0.994,"['Johann Sebastian Bach', 'Glenn Gould']",0.405,94707,0.277,0,2OodraMlK1o898KizHf4MI,0.814,0,0.114,-21.501,0,"Prelude and Fugue No. 2 in C Minor, BWV 847: Fugue",25,1963,0.0518,86.391,0.782,1963
0.631,['The Beach Boys'],0.46,115760,0.546,0,2QtmAMLsY1dISjH6JqgZmh,0,9,0.157,-7.498,1,Surfer's Rule (Mono),18,1963-09-16,0.0288,142.399,0.852,1963
0.885,['The Crystals'],0.418,204000,0.831,0,2lT2w8qVNDUAzrdO4yCdxE,0.00188,7,0.345,-7.462,1,Santa Claus Is Coming to Town,22,1963,0.087,77.934,0.254,1963
0.961,['Cookie & The Cupcakes'],0.595,191121,0.662,0,2t4myNQh1Us1tHBHek6Ol7,0.0277,1,0.119,-6.642,1,Mathilda - Version 2,18,1963-04-02,0.0284,116.792,0.886,1963
0.574,['The Impressions'],0.273,165173,0.281,0,4EWWjcHFZawTvcSRsfQxHh,1.22E-05,10,0.0832,-13.197,1,Sad Sad Girl And Boy,16,1963-08-01,0.0319,98.373,0.553,1963
0.725,['The Chantays'],0.465,110133,0.804,0,4Hyys0MEb4OrXL97x5OT1V,0.966,11,0.398,-8.746,1,Continental Missle,15,1963,0.041,88.854,0.844,1963
0.961,['McCoy Tyner'],0.583,228867,0.142,0,4hZ1oZezePDpNnNfYjoyqw,0.899,8,0.103,-18.991,1,For Heaven's Sake,16,1963,0.0441,68.225,0.141,1963
0.938,"['Ella Fitzgerald', 'Nelson Riddle']",0.42,207760,0.211,0,5KMSqxSnXQqGXS5ViHaSKB,0,8,0.12,-12.623,1,I'm Old Fashioned,22,1963-01-01,0.0342,100.139,0.194,1963
0.958,['Jackie Gleason'],0.081,216387,0.0909,0,5LAwJN9tqGeyduMb4B4r4G,0.891,2,0.0881,-21.265,0,Call Me Irresponsible,17,1963-04-29,0.0367,174.301,0.0576,1963
0.855,['Dexter Gordon'],0.495,377880,0.344,0,5dUY6JwWCdkaEJuDlvFCij,0.769,0,0.26,-14.069,1,Like Someone In Love - Remastered,21,1963,0.0316,139.462,0.322,1963
0.811,['Marvin Gaye'],0.572,133240,0.65,0,6WlJp9lX4A8bsJk1H89kMS,0,10,0.169,-8.76,1,Wherever I Lay My Hat (That's My Home),26,1963-12-01,0.0296,122.14,0.963,1963
0.504,['Johnny Cash'],0.691,159973,0.498,0,6asGcO6EKrUePdplbsrMRl,0,9,0.117,-11.579,1,Chain Gang,18,1963-02-01,0.0686,144.954,0.802,1963
0.888,"['Ann-Margret', 'Janet Leigh', 'Bobby Rydell', 'Dick Van Dyke']",0.355,135733,0.298,0,6eCG2R2cxsh13RJtprnr72,0,3,0.504,-12.635,1,Rosie,16,1963,0.0341,111.169,0.584,1963
0.681,['The Tymes'],0.55,182040,0.392,0,7MKw6Ymv5XMwCfOvCLyl77,0.00231,7,0.105,-10.328,0,Wonderful! Wonderful!,17,1963-01-01,0.0238,70.08,0.572,1963
0.373,"['Cal Tjader', 'Lalo Schifrin']",0.359,199467,0.449,0,7gFHaxNJLo67QCIqpb1RgW,0.811,2,0.0672,-17.507,1,The Fakir,21,1963-04-25,0.0372,185.171,0.869,1963
0.0954,['The Beach Boys'],0.565,121413,0.765,0,7sljmP3dExvvMYgIPCG4lk,0.817,8,0.391,-8.46,1,Rocking Surfer (Mono),18,1963-09-16,0.0316,151.848,0.964,1963
0.96,['Hemant Kumar'],0.369,244680,0.339,0,7xb9lZSNsy3Bu9fKMUOoCt,0.788,10,0.11,-12.051,1,Yeh Nain Dare Dare,20,1963-12-01,0.0334,85.933,0.428,1963
0.323,['Thelonious Monk'],0.642,233067,0.383,0,0IbD8xojkJgwh9lLu8hoxg,0.531,5,0.0539,-14.821,0,Rhythm-A-Ning,21,1963,0.0439,105.731,0.715,1963
0.619,['Maynard Ferguson'],0.468,166147,0.756,0,0OOA8Spapd6e7egjXzO55Z,0.956,0,0.319,-7.37,1,"Take The ""A"" Train",17,1963-01-01,0.0969,124.191,0.718,1963
0.677,['Edoardo Vianello'],0.528,209733,0.56,0,0zhuASpuUkntYrgSNOw0Ea,3.33E-05,3,0.0745,-5.424,1,O mio signore,30,1963,0.0304,115.961,0.62,1963
0.242,['Art Blakey & The Jazz Messengers'],0.445,561667,0.657,0,1HGT8LppbMIui1FtlcOMic,0.442,5,0.331,-11.273,0,Bu's Delight - Remastered 2003/Rudy Van Gelder Edition,20,1963-07-01,0.0503,154.773,0.569,1963
0.739,"['George Jones', 'Melba Montgomery']",0.544,131733,0.352,0,1KaT8L0FMJUYTR6QdRqCAY,0,4,0.311,-6.73,1,Let's Invite Them Over,16,1963-01-01,0.0314,96.262,0.446,1963
0.618,['The Crystals'],0.366,151133,0.789,0,24bMh8AF6XZsklVgnHwlrP,5.41E-05,9,0.123,-7.001,1,Rudolph the Red-Nosed Reindeer,21,1963,0.0384,135.877,0.587,1963
0.848,['Chad Mitchell Trio'],0.41,212827,0.139,0,2cQox3hym5ss6nGPiJwOAS,9.07E-05,2,0.11,-17.937,1,Four Strong Winds,17,1963-01-01,0.0301,97.957,0.229,1963
0.646,['Lesley Gore'],0.413,155000,0.286,0,2x232OAHI3sIBhE4L4lnbd,1.01E-06,7,0.333,-13.133,1,My Foolish Heart,21,1963-11-01,0.0274,88.143,0.451,1963
0.937,"['The Clancy Brothers', 'Tommy Makem']",0.582,140467,0.433,0,3csaXQyLgaCMLl6FZgy88L,5.61E-06,4,0.587,-19.991,1,"Marie's Wedding (with Tommy Makem) - Live at Carnegie Hall, New York, NY - March 17, 1963",20,1963,0.174,95.154,0.44,1963
0.987,['Bill Evans'],0.382,279333,0.0947,0,3hrRXJSpDuSqFLCUGLDnII,0.899,1,0.0978,-23.083,1,Easy To Love,22,1963,0.044,87.327,0.272,1963
0.621,['The Beach Boys'],0.672,108251,0.677,0,48HK32EXm2Lc6uYkoxDUkb,1.18E-06,4,0.0399,-7.458,1,South Bay Surfer - Remastered 2001,19,1963-09-16,0.0461,62.308,0.936,1963
0.835,['Elvis Presley'],0.456,172520,0.344,0,4a2ZuqwEiO62VjsGCyd3Xy,0,10,0.427,-13.216,1,I Think I'm Gonna Like It Here - Take 1,22,1963-11-15,0.107,150.629,0.821,1963
0.913,['Jackie Gleason'],0.155,170867,0.143,0,5jL1xS7l3hUpnvaPIzLyIW,0.854,10,0.111,-19.83,0,The Third Man Theme,16,1963-04-29,0.0369,73.331,0.121,1963
0.752,['Connie Francis'],0.33,156893,0.166,0,75CKVuwjQLp5XjYNAUPsAj,0,0,0.143,-9.834,1,Breakin' In A Brand New Broken Heart,23,1963-10-01,0.0279,103.425,0.255,1963
0.924,['Bob Dylan'],0.681,147920,0.203,0,7eXUTrl2yc5OoyPAzSIpy7,0,2,0.122,-16.15,1,"Long Ago, Far Away - Witmark Demo - 1962",20,1963-01-04,0.0686,119.312,0.543,1963
0.423,"['Miles Davis', 'Gil Evans']",0.375,96027,0.119,0,7q3npZI5RR8GGRz2CZLjCu,0.0144,0,0.0984,-18.202,1,Song No. 2,21,1963-12-16,0.0309,106.364,0.489,1963
0.942,['Jackie Gleason'],0.159,188520,0.0991,0,0GawkX7TkLhPcThgiULzAA,0.932,3,0.109,-20.784,1,La Dolce Vita,16,1963-04-29,0.0349,172.399,0.155,1963
0.919,"['The Clancy Brothers', 'Tommy Makem']",0.425,208280,0.499,0,0RTanPmQMmRraTYrZcc9zD,6.98E-05,7,0.705,-13.957,0,"The Whistling Gypsy (with Tommy Makem) - Live at Carnegie Hall, New York, NY - March 17, 1963",19,1963,0.266,112.554,0.394,1963
0.936,"['Patsy Cline', 'The Jordanaires']",0.518,183867,0.063,0,0TGHJoVWOJY5NLtPOCMp3Z,0,3,0.139,-21.569,1,You Belong To Me,16,1963-06-10,0.0337,108.292,0.281,1963
0.575,['Thelonious Monk'],0.536,252760,0.404,0,0lAlm98HpGCy2Sc4G0UMNm,0.0633,5,0.163,-14.106,1,Hackensack,19,1963,0.0552,97.054,0.732,1963
0.805,['Elvis Presley'],0.57,114933,0.543,0,0tE4Vye8nR3JV6Mn0TssIE,0,5,0.251,-10.371,1,"Vino, Dinero Y Amor",23,1963-11-15,0.149,73.105,0.889,1963
0.837,['Donald Byrd'],0.537,451560,0.284,0,0u1AdGKwC4Xhd1awW3PdDV,2.18E-06,0,0.0928,-11.256,0,Chant,21,1963,0.0343,121.798,0.536,1963
0.918,['Johnny Hartman'],0.393,155693,0.236,0,2Bib4OjBBqitgvApZ8PZYr,1.25E-05,11,0.112,-16.294,0,Charade,15,1963,0.0391,88.982,0.305,1963
0.744,"['Kenny Burrell', 'John Coltrane']",0.475,341227,0.485,0,2EBddF4PHxNsguhtyMFh3s,0.00129,8,0.152,-9.582,1,Lyresto,20,1963-05,0.0335,105.972,0.585,1963
0.994,['Bill Evans'],0.433,168093,0.262,0,2FJV0buEu8VSpDrVjc6t7Q,0.885,5,0.128,-18.901,1,How About You?,20,1963,0.0361,109.314,0.842,1963
0.943,['Andy Williams'],0.144,201640,0.168,0,2Lk1mO78gqC0CxlNkldTWh,0,0,0.104,-12.561,1,O Holy Night,17,1963-11-24,0.0344,83.02,0.14,1963
0.858,['Frank Sinatra'],0.17,184267,0.118,0,2MfNXoj8DThCX8JmzKv2Ee,1.18E-05,0,0.183,-18.14,1,The Second Time Around,19,1963-08,0.0304,81.987,0.176,1963
0.917,['Mose Allison'],0.693,149547,0.241,0,2RL8EkOOu0QhAikhUUvIRi,1.41E-05,5,0.0824,-14.605,0,If You Live,19,1963,0.035,120.89,0.715,1963
0.499,['Los Rurales De Gilberto Parra'],0.707,173933,0.779,0,2Rj2FPiSEN8yw6Gi0iqKcK,0.897,0,0.314,-6.367,1,Santa Rita,22,1963-10-22,0.0479,127.707,0.979,1963
0.903,['Donald Byrd'],0.411,607813,0.208,0,2erxvJrJiO0vUiB48HLsgz,0.000276,0,0.126,-13.869,0,Beast Of Burden,22,1963,0.0329,77.088,0.333,1963
0.988,['Bob Dylan'],0.549,353480,0.121,0,2jhjfGpaicxM2lFc25JZem,0.0168,2,0.107,-15.08,1,Mr. Tambourine Man - Witmark Demo - 1964,20,1963-01-04,0.0383,132.553,0.462,1963
0.967,['Bob Dylan'],0.415,224680,0.256,0,2sv21OR8rRO8su4Graprp6,1.12E-06,3,0.118,-14.27,1,Long Time Gone - Witmark Demo - 1963,19,1963-01-04,0.0753,204.28,0.399,1963
0.798,['Jimmy Durante'],0.384,262707,0.422,0,2yrp2gvLziTn2rpVU9gOvh,3.67E-05,0,0.344,-10.104,1,One Room Home,21,1963,0.0618,88.432,0.505,1963
0.195,['The Challengers'],0.411,98000,0.946,0,31WFhA720VpL50DelD3ieK,0.696,9,0.0918,-11.086,1,Ramrod,17,1963,0.0558,175.052,0.82,1963
0.607,['Connie Francis'],0.591,132840,0.652,0,3j0ohzSwIyRnYAaavHzXWK,0,4,0.639,-8.921,0,Fallin',20,1963-10-01,0.0397,138.664,0.913,1963
0.962,"['Gloria Lynne', 'Marty Paich']",0.305,220227,0.253,0,54ymFtzCfyqQd9wM8ryXJg,0.0204,0,0.218,-11.448,1,I Wish You Love,17,1963,0.0376,91.055,0.215,1963
0.0833,['The Challengers'],0.357,142000,0.768,0,56kSI5Rrq8Xh0xZGlJGtFQ,0.834,4,0.236,-11.247,0,Kamikaze,18,1963,0.0299,157.46,0.928,1963
0.789,"['Ella Fitzgerald', 'Count Basie']",0.462,199133,0.499,0,5KbW7FzoHHQ7Stx2feIXTA,0,5,0.335,-14.271,0,Into Each Life Some Rain Must Fall,21,1963-09,0.0813,79.552,0.855,1963
0.914,['Bill Cosby'],0.605,63440,0.89,0,5rIDOxq6Qzz2W3tqWUUzRR,0,1,0.852,-12.366,1,Superman,15,1963,0.939,61.384,0.281,1963
0.994,['Billy Strayhorn'],0.461,196533,0.0916,0,6NMx9rdQOreZCjcd4StLgM,0.911,0,0.0795,-19.121,1,"Take The ""A"" Train",19,1963-05-12,0.0441,90.66,0.111,1963
0.825,['Lee Hazlewood'],0.532,181867,0.38,0,6WRvjCDK7HCLp33OeUFJli,2.94E-05,7,0.224,-13.808,1,We All Make the Flowers Grow,18,1963,0.0466,82.927,0.912,1963
0.786,"['Ella Fitzgerald', 'Count Basie']",0.67,244307,0.211,0,754FM6lgbcJe2kJvprKiX6,0,7,0.309,-15.881,1,I'm Beginning To See The Light,23,1963-09,0.0807,111.593,0.445,1963
0.134,['The Beach Boys'],0.462,122773,0.848,0,7BV8FgvBw1W0JeT2u4d47b,0.771,8,0.389,-9.374,1,Rocking Surfer - Remastered 2001,18,1963-09-16,0.0313,152.614,0.971,1963
0.887,['Kenny Graham'],0.347,42669,0.236,0,7FnwExtVgq2aV9Fh0KfdJK,0.939,5,0.0739,-14.083,1,Like Strange,16,1963-01-01,0.0399,61.623,0.0351,1963
0.0476,['The Challengers'],0.468,131440,0.835,0,7v4Bn20KtgtIRyWya8CrFl,0.891,4,0.08,-12.402,0,Surf Beat,17,1963,0.0358,163.441,0.921,1963
0.951,['水柳仙'],0.177,222426,0.0503,0,0AsB9bCzB3ICg47V5LSEC9,0.637,2,0.15,-26.969,0,欲怎樣,23,1963-07-01,0.0426,80.829,0.297,1963
0.861,['Paul Petersen'],0.713,128773,0.546,0,0Tr2xe7WJodMKZIQnWUtVT,2.07E-06,3,0.151,-10.891,1,Heart And Soul,15,1963,0.043,123.174,0.943,1963
0.566,['The Beach Boys'],0.59,171347,0.633,0,13UexCfog8wBKbt5aMompl,0,4,0.0743,-7.227,1,Car Crazy Cutie (Mono),17,1963-10-07,0.037,128.963,0.893,1963
0.653,['水柳仙'],0.17,193826,0.163,0,1FUWMfTGpRhhZL5tpjswVS,0.0114,5,0.476,-23.916,1,茶山相褒,23,1963-08-01,0.051,81.322,0.314,1963
0.825,['Roy Orbison'],0.508,140307,0.289,0,1UgHqzVHOYpqM0rjm81ZYA,0.00124,5,0.143,-11.068,1,House Without Windows,19,1963-02-01,0.0244,93.24,0.363,1963
0.948,['水柳仙'],0.207,171293,0.086,0,1dZhFwOK4oqcXNeJv4ewcn,0.647,5,0.134,-25.803,1,秋怨,23,1963-07-01,0.0402,83.521,0.181,1963
0.858,['水柳仙'],0.286,229666,0.0764,0,2YJWiJy79vWfswn452USO7,0.881,9,0.174,-22.154,0,牛犁調,23,1963-08-01,0.0394,84.017,0.183,1963
0.963,['Bob Dylan'],0.386,246400,0.252,0,2fmNB43s1WV8X6M9zrea0c,0.48,0,0.113,-16.669,1,Guess I'm Doing Fine - Witmark Demo - 1964,19,1963-01-04,0.0295,98.161,0.661,1963
0.36,['Elvis Presley'],0.586,133880,0.678,0,2jP8HBbHpKRmEkfynvf5kS,0,0,0.329,-11.15,1,Slowly but Surely,21,1963-11-15,0.0654,135.969,0.883,1963
0.9,['水柳仙'],0.28,220346,0.134,0,370IDXj7MD1MnDIQvR7AgM,0.85,2,0.0841,-19.339,0,七字哭,23,1963-08-01,0.0476,128.828,0.217,1963
0.948,['水柳仙'],0.284,277373,0.0408,0,3UwAxRmZQPwePYh8Q3w725,0.625,7,0.144,-27.484,1,五更鼓,23,1963-08-01,0.0382,92.576,0.34,1963
0.926,['水柳仙'],0.183,207173,0.0854,0,3kKKEghp2EMh8992pWFylr,0.704,7,0.112,-26.598,1,鴛鴦夢,23,1963-07-01,0.0392,101.482,0.131,1963
0.885,['Bob Dylan'],0.555,88787,0.0565,0,3uYpHGKo0gNoTrAuoSfA76,0,2,0.167,-19.073,1,Man On the Street - Witmark Demo - 1962,20,1963-01-04,0.0513,101.652,0.633,1963
0.659,['Muddy Waters'],0.725,142400,0.454,0,2cb3fhkmr3pZO9CYsXfa4M,0.0481,0,0.0912,-9.84,1,My John The Conqueror Root,22,1964-04-05,0.0523,130.698,0.823,1964
0.534,['The Searchers'],0.294,152320,0.493,0,2zj9gFQKLE9PhSW5vZXfMp,0,4,0.297,-6.695,1,What Have They Done to the Rain,28,1964-01-01,0.0294,134.891,0.403,1964
0.222,['The Rolling Stones'],0.658,137667,0.822,0,3FndaFZngYc1whJdHRkevk,0.798,0,0.359,-8.931,1,I Just Want To Make Love To You - Mono Version,22,1964-05-30,0.1,126.799,0.585,1964
0.692,['Sam Cooke'],0.449,87840,0.475,0,3KRV3BFAPsMdnYSTVAbvQC,6.01E-06,9,0.621,-18.386,0,Band Introductions - Live,20,1964-10,0.935,81.726,0.404,1964
0.743,['Joe Pass'],0.451,224613,0.437,0,3uydYrCQIkBAi2BG2fgjaF,0.182,5,0.114,-14.093,0,Night And Day,23,1964-10-01,0.0375,137.344,0.796,1964
0.847,"['Georges Bizet', 'Maria Callas', ""Orchestre de l'Opéra National de Paris"", 'Georges Prêtre', ""Orchestre du Théâtre National de l'Opéra Paris""]",0.386,263213,0.218,0,4Osrui1RbFtmYp4P881GDW,1.13E-06,0,0.0553,-14.287,1,"Bizet: Carmen, WD 31, Act 2 Scene 1: No. 12, Chanson bohème, ""Les tringles des sistres tintaient"" (Mercédès, Frasquita, Carmen)",30,1964,0.0508,137.911,0.174,1964
0.98,['于璇'],0.277,201107,0.0762,0,4VHjX0mMuSEZufQ1y9n7Nn,0.000605,9,0.11,-19.369,0,原野之歌,25,1964-06-21,0.0518,85.21,0.209,1964
0.968,['Dionne Warwick'],0.357,146427,0.24,0,4Y6WTNhYUjTs9k0h06VTTn,6.94E-05,10,0.0734,-12.112,1,(They Long to Be) Close to You,24,1964,0.028,136.567,0.394,1964
0.902,['Los Indios Tabajaras'],0.664,154787,0.506,0,4aMYBAO1WMnsBcuCpFmx2A,0.759,11,0.0779,-13.045,1,Pájaro Campana,27,1964-08-26,0.053,156.58,0.944,1964
0.956,['Grant Green'],0.466,464080,0.311,0,5KsfFAe659GbGQ9Tm7FRk1,0.681,9,0.113,-16.022,0,Lazy Afternoon - Rudy Van Gelder Edition / Remastered 2009,21,1964,0.04,110.27,0.257,1964
0.843,['于璇'],0.429,142173,0.132,0,5cOH4n6OO2RBqH5ESh3GRS,0.00046,2,0.135,-17.97,1,可愛的早晨,25,1964-06-29,0.0572,140.139,0.395,1964
0.749,['Eddie Palmieri'],0.522,241627,0.7,0,5mN5e18rgFv0urMS6uOwB3,2.4E-05,7,0.113,-7.573,0,Muñeca,21,1964-01-01,0.0397,100.278,0.868,1964
0.968,['于璇'],0.414,201800,0.11,0,64dLOPG1bmaC38OPs6PAz4,0.000612,8,0.222,-19.488,1,愛情莫徬徨,25,1964-06-21,0.0401,93.365,0.316,1964
0.931,"['Pyotr Ilyich Tchaikovsky', 'Leonard Bernstein', 'New York Philharmonic']",0.159,567147,0.0639,0,6Mw2YCrPvuNL408ndJqgQp,0.337,5,0.11,-25.122,1,"String Quartet No. 1 in D Major, Op. 11, TH 111: II. Andante cantabile (Version for String Orchestra)",22,1964,0.0463,70.539,0.0381,1964
0.851,['Little Anthony & The Imperials'],0.623,134200,0.334,0,6cO6oMK4cVfXb1tZlP3DVt,0.092,0,0.166,-13.229,1,Tears On My Pillow,17,1964-01-01,0.0273,101.888,0.477,1964
0.775,['The Supremes'],0.741,119773,0.48,0,6mc51XvkyFsbGmouhc3HPS,2.35E-05,0,0.0386,-9.976,1,He Means The World To Me,21,1964-08-31,0.0373,98.242,0.92,1964
0.791,['于璇'],0.472,176320,0.17,0,6xKEdbTjsYZB4SwU95wZU4,0,10,0.209,-18.082,1,惆悵,25,1964-06-21,0.0554,109.586,0.694,1964
0.819,['Tammy Wynette'],0.584,176173,0.12,0,71Zd1avWc9Fri7PwwUl7WR,0.000321,5,0.108,-15.371,1,Apartment #9 - Single Version,21,1964,0.0361,78.584,0.655,1964
0.526,['The Rolling Stones'],0.545,126453,0.782,0,76BKEctt3WFnHBLHSpi0Tu,0,6,0.318,-8.388,0,Poison Ivy - Version 2,25,1964,0.0303,134.159,0.967,1964
0.0379,['The Beach Boys'],0.672,129507,0.736,0,7iKDSQJUWF9iJPmWnlgT7G,0.675,9,0.356,-11.971,1,"Shut Down, Part II - Remastered 2001",19,1964-03-02,0.0385,158.604,0.967,1964
0.901,['于璇'],0.57,203013,0.0951,0,7l0h4o0bGjqfYQTXO2IitG,1.4E-05,0,0.367,-18.525,1,湖上戀歌,25,1964-06-21,0.0446,76.531,0.397,1964
0.53,['Stonewall Jackson'],0.71,134547,0.585,0,7wZWGAsDH27PjHvoOUvWXI,0,3,0.124,-9.674,1,Trouble and Me,18,1964,0.0467,98.049,0.961,1964
0.965,['于璇'],0.444,251027,0.109,0,0BSHBDksPJBAnrppZT51aT,1.16E-06,0,0.134,-18.789,1,不變的心,24,1964-06-29,0.0532,149.066,0.506,1964
0.376,['Nelson Riddle'],0.543,144280,0.415,0,0JFcRpritRRfdasosx1NJJ,0.00388,8,0.096,-10.574,1,"Sawdust and Spangles and Dreams - From Billy Rose's ""Jumbo""",20,1964,0.0315,95.982,0.635,1964
0.939,['于璇'],0.25,213587,0.113,0,0KTGuMBffQAcLVE7fA5cvk,0.00311,7,0.144,-22.071,1,憶良人,24,1964-06-29,0.0466,167.325,0.316,1964
0.4,['The Temptations'],0.546,165133,0.872,0,0ZL2y1cawCpMNrBSiYhExZ,0,2,0.5,-6.079,1,Isn't She Pretty,17,1964,0.0342,130.568,0.869,1964
0.82,"['Charles Mingus', 'Eric Dolphy']",0.479,933253,0.446,0,0u0nEzqLtXkz4RaQrQbP0Z,0.875,7,0.181,-17.58,0,So Long Eric,22,1964,0.281,116.331,0.397,1964
0.283,['The Swinging Blue Jeans'],0.389,190827,0.684,0,1WbAiLeecI2LucNnedLJ8P,0,4,0.0521,-10.766,0,Ol' Man Mose - Mono,22,1964-11-01,0.145,200.291,0.863,1964
0.936,['于璇'],0.502,165747,0.068,0,1WwbNUXa54GXWscocedF1q,2.83E-05,0,0.103,-19.213,1,送君,25,1964-06-29,0.0455,66.567,0.273,1964
0.623,['Robert Goulet'],0.342,167960,0.424,0,1YO52Z4LHvZABiSFpLccHm,1.1E-05,11,0.271,-13.164,1,"My Love, Forgive Me",21,1964-02-01,0.0409,119.943,0.484,1964
0.173,['The Dillards'],0.443,246933,0.53,0,1aOmt5uPUx1GAY8gq0PLyN,7.79E-06,0,0.764,-14.103,1,"Buckin' Mul - Recorded at the Mecca, Los Angeles",16,1964,0.131,147.282,0.677,1964
0.503,['Flatt & Scruggs'],0.384,139693,0.572,0,1cuXrud0fzybnOrE8YYRhc,0.551,4,0.686,-15.985,1,Going Up Cripple Creek,16,1964-07-01,0.101,164.718,0.529,1964
0.798,['Jerry Vale'],0.347,145587,0.386,0,1pFZPMwebFslhH7cLMRoq8,0,0,0.426,-10.878,1,Always in My Heart,21,1964-07-22,0.0321,127.982,0.518,1964
0.396,['Tammy Wynette'],0.58,141200,0.211,0,1y1D5rE0Oc8uFgsKWAn1SN,8.81E-05,7,0.107,-15.881,1,Near You,19,1964,0.0263,97.618,0.33,1964
0.672,['Mary Wells'],0.559,170253,0.587,0,2ITZA4lyC3WMCNXkSrHVOG,0,0,0.605,-8.746,1,I Only Have Eyes For You,17,1964,0.0435,109.465,0.733,1964
